Methanosarcina	0.01837	0.00266	0.00914	0.02594	0	0.01172	0.03056	0.02229	0.03266	0.00682	0.00805	0.01064	0	0.04988	0.00283	0	0	0.00295	0	0	0	0	0	0	0	0	0.00326	0.02909	0	0.00358	0.00841	0.00479	0	0	0.00341	0
Methanoculleus	0	0	0	0.00399	0.00288	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacterium	0	0	0	0	0	0	0	0.00405	0	0	0.00248	0.00532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothermobacter	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomicroarcula	0	0	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloquadratum	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorubrum	0	0	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus	0.029	0.05058	0.02221	0.08579	0.02495	0.07621	0.03226	0.18032	0.0453	0.0182	0.01425	0.06173	0.2504	0.01518	0	0.39081	0.07594	0.1832	0.12172	0.57627	0.27614	0.4763	0.43913	0.31534	0.02877	0.02291	0.0185	0	0	0.0179	0.04204	0.00898	0.00927	0.00874	0	0.02536
Dechloromonas	0.01353	0.02129	0.00849	0.00898	0.02687	0.02345	0.01104	0.01418	0.01053	0.01062	0.01301	0.01703	0.51107	0.00867	0.01699	0.57372	1.50502	1.57787	4.49978	1.90897	0.07627	0.0251	0.21032	0.08983	0.02877	0.079	0.05224	0.12827	0.01089	0.06803	0.12612	0.01856	0.0159	0.01748	0.07736	0.02361
Candidatus Solibacter	0.57422	0.15175	0.33765	0.26936	0.11419	0.14753	0.12818	0.06077	0.11272	0.21458	0.19021	0.06704	0.23776	0.13988	0.38295	0.24387	0.14364	0.09848	0.23588	0.16411	0.3226	0.1012	0.15136	0.38222	0.412	0.25912	0.59634	0.60039	0.37834	1.10627	0.39516	0.60178	0.25227	0.37063	0.91813	0.20288
Pedobacter	0.0377	0.05125	0.02678	0.01497	0.13817	0.15438	0.01528	0.02836	0.01896	0.02502	0	0.01064	0.01422	0.38927	0.08773	0.05397	0.01098	0.02659	0.01588	0	0.01052	0.02587	0	0.00127	0.02516	0.01501	0	0.00793	0.02803	0	0.01472	0.17065	0.00993	0.01705	0.07167	0.02755
Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium	0	0	0.00196	0	0	0	0	0.01013	0	0	0	0	0	0	0	0.08597	0	0	0	0	0.00263	0	0	0.13187	0	0	0	0	0	0	0.07777	0	0	0	0	0
Pelotomaculum	0	0.002	0.00457	0.00499	0	0	0	0	0	0	0.0031	0.00745	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0	0	0.00315	0	0	0	0.00569	0.00087
Defluviitoga	0	0	0.00131	0	0.00288	0	0	0	0	0.00227	0	0.00213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228	0.00131
Cytophaga	0	0.01996	0.00718	0.00499	0.01919	0.04398	0	0.0081	0.00737	0.00607	0.02044	0.02767	0.01264	0	0.01886	0.11795	0.03385	0.09455	0.02798	0.02214	0.02104	0.21533	0.02904	0.01529	0.01747	0.00553	0.00326	0.03438	0.02958	0.03938	0.0494	0.01557	0.01126	0.03148	0.01479	0.03848
Anoxybacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0
Phycisphaera	0	0.00266	0	0	0	0	0	0	0	0	0	0.00319	0.00632	0.00325	0.00377	0.016	0	0.08766	0.02116	0	0	0	0	0.01338	0	0	0	0	0.05449	0.00239	0.03994	0	0	0.00131	0	0.0035
Tepidisphaera	0.12664	0.05724	0.0627	0.04689	0.01343	0.05961	0.03905	0.05268	0.04003	0.0963	0.05762	0.0298	0.04029	0	0.01132	0.07196	0.02928	0.06205	0.07107	0.01374	0	0.19402	0.01232	0.03695	0.06473	0.03397	0.02394	0	0.04515	0.00955	0	0.01557	0.03443	0.08217	0.0694	0.05553
AKYG587	0.0551	0.00732	0.01175	0.03591	0.00672	0.02052	0.01273	0.01418	0.10113	0.00379	0	0	0.01027	0.04879	0.10093	0	0	0	0	0.01756	0.02454	0.04489	0.00528	0.00701	0.03905	0.0316	0.04462	0.05554	0.06228	0.05012	0.05255	0.03772	0.00265	0.02754	0.01024	0.05511
CL500-3	0.14791	0.06123	0.15217	0.18855	0.15544	0.04397	0.21732	0.1013	0.18961	0.48151	0.28995	0.22564	0.02923	0.09	0.04056	0	0.0064	0.00788	0.02495	0	0	0.06696	0.02992	0.00191	0.01798	0.01896	0.01632	0.0238	0.00311	0.06206	0.06096	0.04491	0.02516	0.06206	0.02844	0.02929
Mesomycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087	0	0
Nitrospira	0.18465	0.07853	0.05226	0.02494	0.07388	0.06447	0.31494	0.12561	0.21173	0.02654	0.07497	0.09897	0.47316	0.00651	0.01038	0.54473	0.129	0.09553	0.61312	1.70516	1.34126	0.34772	0.95393	0.43575	0.00565	0.00632	0.02285	0.04232	0	0.05012	0.06411	0.00719	0.00331	0.00961	0.01479	0.00787
Parasediminibacterium	0	0.00266	0	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminibacterium	0.03964	0.12379	0.04375	0.04289	0.04798	0.51686	0.08574	0.42951	0.17908	0.09099	0.17657	0.33524	0.08295	0.2071	0.02452	0.05097	0.0247	0.02265	0.02419	0.01908	0.04559	0.105	0.05632	0.03122	0.06165	0.14931	0.0185	0.08199	0.11833	0.0549	0.06726	0.12035	0.0331	0.39424	0.02616	0.12287
Membranihabitans	0.0029	0	0	0	0.00672	0.00391	0	0.01621	0.01896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phaeodactylibacter	0.03384	0.14708	0.05094	0.03392	0.1017	0.07914	0.16298	0.27149	0.13484	0.02047	0.04151	0.03299	0.31439	0.11168	0.0283	0.21689	0.13814	0.14084	0.16556	0.21829	0.24195	0.29675	0.36168	0.54021	0.14539	0.05688	0.07073	0.08728	0.01557	0.04177	0.02312	0.06946	0.27148	0.30596	0.29353	0.08351
Lewinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micavibrio	0	0.00532	0	0	0.00864	0	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinghuibacter	0.00773	0.01198	0.03592	0.01596	0.04605	0.05569	0.10356	0.08104	0.00421	0	0.00806	0.10111	0.06794	0.0141	0.01792	0.05897	0.06404	0.12607	0.06199	0.02672	0.04383	0.26554	0.03344	0.03631	0.01233	0.02133	0	0	0.01713	0.01909	0.05149	0	0.01192	0.01705	0.0182	0.08789
Puia	0.0261	0	0	0	0.02303	0.00684	0.02632	0.04457	0.01159	0.01062	0.00496	0.01596	0.03002	0.00976	0.09056	0.01199	0.0183	0	0.01965	0.10151	0.01227	0.42228	0.0264	0	0.02465	0.00632	0.19805	0.28168	0.08096	0.23868	0.14609	0.11556	0.0192	0.02579	0.01024	0.09445
Terrimonas	1.54576	1.20736	1.4832	2.59276	4.13823	2.85887	1.92782	2.82022	2.81792	1.70461	1.59595	1.57946	1.16593	2.23474	0.95084	0.7946	1.0759	0.69238	0.39845	0.47476	0.4024	0.88336	0.73305	0.84473	2.31544	2.59585	1.83251	2.71094	1.35146	1.50368	1.17392	1.58257	2.70158	2.66397	1.33679	1.9642
Niastella	0.11503	0.01597	0.18156	0.12969	0.04317	0.14656	0.22496	0.31201	0.21911	0	0.02168	0.06598	0.07188	0.29601	0.02452	0.08196	0.05031	0.16449	0.14137	1.12736	0.22355	0.0624	0.15048	0.10701	0.03134	0.02449	0.02285	0.14281	0.0327	0.05728	0.07356	0.02396	0.07946	0.05508	0.03072	0.00656
Haliscomenobacter	0	0.04526	0.09274	0	0.0662	0.00586	0.01188	0.0081	0.00421	0.00607	0.00372	0.00958	0.07741	0.00217	0.01698	0.04698	0.0366	0	0.0446	0.02442	0.00789	0.03424	0.01848	0.02612	0.00514	0.00237	0	0	0	0.02267	0.00736	0	0	0.00175	0	0.0035
Parasegetibacter	0.0058	0.00266	0	0.00698	0.00672	0	0	0	0.01053	0.00531	0.00248	0	0.00395	0	0	0	0.04117	0.01773	0.01134	0.00764	0.02981	0.08218	0.00704	0.00382	0	0	0	0	0	0	0	0	0	0	0	0.00962
OLB8	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437
